Name,CAS no,"Origin (company, synthesis method)",Shape,Initial coating/functionalization,"Diameter, nm","Length, nm",Possible impurities,"Surface area, BET (m2/g)",Other observations,Media,"Method to
measure the size (DLS, NTA)","Size of nanomaterial in the test, nm",Dissolution (if applicable) of nanomaterial in the test,Zeta potential of nanomaterial in the test,"Type of test organism (selection: bacteria, algae, crustacean, protozoa, fish, earthworm, other)",Test organism,Test media,Test duration (h or days),"Test temperature, other important conditions",Illumination,Test endpoint,Toxicity measure,Toxicity value,Other observations,Specific mechanisms of toxicity,"Accumulation in cells, tissues and organs",Authors,Title,Journal,Vol,Issue,Start page,End page,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S. + 10 ppm standard
Suwannee river humic acid (International Humic substances Society; St. Paul, MN)",2 h,"27 ± 5 °C, 
test was conducted outdoors","2.5±0.3 mW/cm2, natural sunlight at noon time during sunny days at Jackson, Mississippi (32°19′N; 90°5′W) ",viability (number of cfu-s),EC77,5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S. + 20 ppm standard
Suwannee river humic acid (International Humic substances Society; St. Paul, MN)",2 h,"27 ± 5 °C, 
test was conducted outdoors","2.5±0.3 mW/cm2, natural sunlight at noon time during sunny days at Jackson, Mississippi (32°19′N; 90°5′W) ",viability (number of cfu-s),EC64,2.5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S. + 20 ppm standard
Suwannee river humic acid (International Humic substances Society; St. Paul, MN)",2 h,"27 ± 5 °C, 
test was conducted outdoors","2.5±0.3 mW/cm2, natural sunlight at noon time during sunny days at Jackson, Mississippi (32°19′N; 90°5′W) ",viability (number of cfu-s),EC90,5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.  + 40 ppm standard
Suwannee river humic acid (International Humic substances Society; St. Paul, MN)",2 h,"27 ± 5 °C, 
test was conducted outdoors",dark (flasks were wrapped in an aluminium foil) ,viability (number of cfu-s),EC89,2.5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,Synthesized using the citrate reduction method (18 mg of AgNO3 in 100 ml of deionized water was heated under magnetic stirring until boiling. Then 7 ml of 1% of sodium citrate solution in water was quickly added. The heating was continued until color changed to dark brown green. The solution was removed from heating and stirred until it has cooled to room temperature). NPs were further centrifuged to obtain spherical geometry.,spherical,citrate,15-25 ,,,,,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.",,,"33% at 2.5 µM, 22% at 5 µM",,bacteria,heterotrophic bacteria from river water,"Fresh river water (Ross Barnett Reservoir, Ridgeland, Mississippi), pH 6.83–6.87,
TOC 17–19 mg/L, TSS 22–23 mg/L, BOD 13–15 mg/L, COD 40–41 mg/L, nitrates <1.0 mg/L, surfactants 2.6–2.8 D.B.S.  + 40 ppm standard
Suwannee river humic acid (International Humic substances Society; St. Paul, MN)",2 h,"27 ± 5 °C, 
test was conducted outdoors",dark (flasks were wrapped in an aluminium foil) ,viability (number of cfu-s),EC97,5 µM,Attachment of AgNPs to bacterial cell walls does occur.,The observed AgNPs toxicity in the dark must be caused by mechanisms other than production of ROS.,,"Dasari, Thabitha P.; Hwang, Huey-Min",The effect of humic acids on the cytotoxicity of silver nanoparticles to a natural aquatic bacterial assemblage,SCIENCE OF THE TOTAL ENVIRONMENT,408,23,5817,5823,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"Sigma–Aldrich Chemical (St. Louis, MO,
USA), filtered through a cellulose membrane (pore size 100 nm)",,,<100 ,,,,,deionized water,DLS,40-70 nm,0.154 mg/L,,insect,Chironomus riparius,dechlorinated tap water and acid washed sand,24 h,20 ± 2 °C,16-h/8-h light/dark cycle,mortality,NOEC,2 mg/L,,"AgNPs may provoke genotoxicity in C. riparius. The expression level of the ribosomal protein gene CrL15 was found to be down-regulated as a result of AgNPs exposure, which in turn may affect the ribosome assembly and synthesis of other proteins. The CrGnRH1 gene was found to be up-regulated on exposure to AgNPs, the increased expression of this gene may be involved in the altered reproduction potential after treatment with AgNPs. The up-regulation of the CrBR2.2 gene upon treatment with AgNPs may be due to its protective role towards the adverse effects of AgNPs in C. riparius, which may be useful as a molecular indicator for AgNPs toxicity.",,"Nair, Prakash M. Gopalakrishnan; Park, Sun Young; Lee, Si-Won; Choi, Jinhee","Differential expression of ribosomal protein gene, gonadotrophin releasing hormone gene and Balbiani ring protein gene in silver nanoparticles exposed Chironomus riparius",AQUATIC TOXICOLOGY,101,1,31,37,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"Sigma–Aldrich Chemical (St. Louis, MO,
USA), filtered through a cellulose membrane (pore size 100 nm)",,,<100 ,,,,,deionized water,DLS,40-70 nm,0.154 mg/L,,insect,Chironomus riparius,"dechlorinated tap water and acid washed sand, fed with Tetramin fish food flakes",25 days,20 ± 2 °C,16-h/8-h light/dark cycle,pupation,EC64,1 mg/L,,"AgNPs may provoke genotoxicity in C. riparius. The expression level of the ribosomal protein gene CrL15 was found to be down-regulated as a result of AgNPs exposure, which in turn may affect the ribosome assembly and synthesis of other proteins. The CrGnRH1 gene was found to be up-regulated on exposure to AgNPs, the increased expression of this gene may be involved in the altered reproduction potential after treatment with AgNPs. The up-regulation of the CrBR2.2 gene upon treatment with AgNPs may be due to its protective role towards the adverse effects of AgNPs in C. riparius, which may be useful as a molecular indicator for AgNPs toxicity.",,"Nair, Prakash M. Gopalakrishnan; Park, Sun Young; Lee, Si-Won; Choi, Jinhee","Differential expression of ribosomal protein gene, gonadotrophin releasing hormone gene and Balbiani ring protein gene in silver nanoparticles exposed Chironomus riparius",AQUATIC TOXICOLOGY,101,1,31,37,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"Sigma–Aldrich Chemical (St. Louis, MO,
USA), filtered through a cellulose membrane (pore size 100 nm)",,,<100 ,,,,,deionized water,DLS,40-70 nm,0.154 mg/L,,insect,Chironomus riparius,"dechlorinated tap water and acid washed sand, fed with Tetramin fish food flakes",25 days,20 ± 2 °C,16-h/8-h light/dark cycle,adult emergence,EC50,1 mg/L,"The average average number of males was less than that of females, showing an alteration in the sex ratio relative to the control groups.","AgNPs may provoke genotoxicity in C. riparius. The expression level of the ribosomal protein gene CrL15 was found to be down-regulated as a result of AgNPs exposure, which in turn may affect the ribosome assembly and synthesis of other proteins. The CrGnRH1 gene was found to be up-regulated on exposure to AgNPs, the increased expression of this gene may be involved in the altered reproduction potential after treatment with AgNPs. The up-regulation of the CrBR2.2 gene upon treatment with AgNPs may be due to its protective role towards the adverse effects of AgNPs in C. riparius, which may be useful as a molecular indicator for AgNPs toxicity.",,"Nair, Prakash M. Gopalakrishnan; Park, Sun Young; Lee, Si-Won; Choi, Jinhee","Differential expression of ribosomal protein gene, gonadotrophin releasing hormone gene and Balbiani ring protein gene in silver nanoparticles exposed Chironomus riparius",AQUATIC TOXICOLOGY,101,1,31,37,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"Sigma–Aldrich Chemical (St. Louis, MO,
USA), filtered through a cellulose membrane (pore size 100 nm)",,,<100 ,,,,,deionized water,DLS,40-70 nm,0.154 mg/L,,insect,Chironomus riparius,"dechlorinated tap water and acid washed sand, fed with Tetramin fish food flakes",25 days,20 ± 2 °C,16-h/8-h light/dark cycle,reproduction,LOEC,1 mg/L,The number of eggs per egg mass was significantly decreased on exposure to 1mg/l of AgNPs.,"AgNPs may provoke genotoxicity in C. riparius. The expression level of the ribosomal protein gene CrL15 was found to be down-regulated as a result of AgNPs exposure, which in turn may affect the ribosome assembly and synthesis of other proteins. The CrGnRH1 gene was found to be up-regulated on exposure to AgNPs, the increased expression of this gene may be involved in the altered reproduction potential after treatment with AgNPs. The up-regulation of the CrBR2.2 gene upon treatment with AgNPs may be due to its protective role towards the adverse effects of AgNPs in C. riparius, which may be useful as a molecular indicator for AgNPs toxicity.",,"Nair, Prakash M. Gopalakrishnan; Park, Sun Young; Lee, Si-Won; Choi, Jinhee","Differential expression of ribosomal protein gene, gonadotrophin releasing hormone gene and Balbiani ring protein gene in silver nanoparticles exposed Chironomus riparius",AQUATIC TOXICOLOGY,101,1,31,37,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,synthesized using D-(+)-glucose for the reduction of the complex anion [Ag(NH3)2]+ in alkali media (pH 12.5) at 23 °C,,,21.2 ; 2.8 ,,,,,,,,,,bacteria,Escherichia coli (strain RV308),"synthetic medium (0.56 g K2HPO4, 0.3 g KH2PO4, 0.012 g MgSO4*7H2O, 0.1 g NH4Cl in 90 mL distilled water and 10 mL 0.1 g/L glucose solution)",21 h,,,growth inhibition,EC50,90 ± 3 fmol/L,,,,"Funfak, Anette; Cao, Jialan; Knauer, Andrea; Martin, Karin; Koehler, J. Michael",Synergistic effects of metal nanoparticles and a phenolic uncoupler using microdroplet-based two-dimensional approach,JOURNAL OF ENVIRONMENTAL MONITORING,13,2,410,415,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"Sigma–Aldrich Chemical (St. Louis, MO,
USA), filtered through a cellulose membrane (pore size 100 nm)",,,<100 ,,,,,deionized water,DLS,40-70 nm,0.154 mg/L,,insect,Chironomus riparius,dechlorinated tap water,72 h,20 ± 1 °C,16-h/8-h light/dark cycle,mortality,NOEC,1 mg/L,"Developmental stage-specific expression patterns of different classes of CrGSTs were determined in eggs, larvae, pupae and adults (male and female) using qRT-PCR. All CrGSTs showed varying levels of expression in all stages, with most CrGSTs exhibited high expression levels in eggs and, the male and female adult stages.",CrGSTs play an important role in the defense against AgNPs.,,"Nair, Prakash M. Gopalakrishnan; Choi, Jinhee","Identification, characterization and expression profiles of Chironomus riparius glutathione S-transferase (GST) genes in response to cadmium and silver nanoparticles exposure",AQUATIC TOXICOLOGY,101,3-4,550,560,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"NanoDynamics Inc. (Buffalo,NY, USA, 1424)",,dispersant bovine serum albumin,~60 ,,,8.4,"biological oxidative damage 116.4 TEUs, µmol/L",M9 medium,DLS,984.1 nm,,-26.2 mV,bacteria,Escherichia coli (strain K12),M9 medium,24 h,37 °C,,growth inhibition,EC50,67.19 ± 9.48 mg/L,nAg has the highest TELI (Transcriptional Effect Level Index) for genes involved in oxidative stress,High TELI indicates that the main toxicity mechanism for nAg is oxidative damage. nAg exposure led to observable DNA stress and membrane damage. ,,"Gou, Na; Gu, April Z.",A New Transcriptional Effect Level Index (TELI) for Toxicogenomics-based Toxicity Assessment,ENVIRONMENTAL SCIENCE & TECHNOLOGY,45,12,5410,5417,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,MK nano (Mississauga),,,20,,≥99.8% purity,,,,,,,,bacteria,soil microbial community,"granitic, sandy and peaty soils from Alexandra Fjord, Ellesmere Island, Nunavat, Canada (78.87660N and 75.77760W); Al (11 g/kg), Ca (3.5 g/kg), Fe (21 g/kg), K (0.9 g/kg) and Mg (5 g/kg), organic carbon (18.8 g/kg), inorganic N
 (3×10−3 g/kg), pH 5.6.",176 days,"~23 °C (room temperature), relative humidity 80-85%",,"microbial community toxicity MCT25 = TB+TF+TD (TB is the CLPP, TF is FAME and TD is the PCR-DGGE toxicity indicator.)",MCT25,2.46 on a scale of 3 at 0.066% (w/w; 660 mg/kg),"The diversity of substrate utilization was reduced to 16%. Ag NP treatment reduced the recovery of 16S sequences an average of 44% (range: 13–70%) assigned to 5/6 of the major orders (Solirubrobacterales, Actinomycetales, Rhizobiales, Acidobacteriales and Clostridiales). A relative increase (4% vs. 9%) in the proportion of recovered sequences was found after treatment only in the Bacillales.
MCT25 value is in the top 75%;thus Ag NPs are potentially highly toxic.",,,"Kumar, Niraj; Shah, Vishal; Walker, Virginia K.",Perturbation of an arctic soil microbial community by metal nanoparticles,JOURNAL OF HAZARDOUS MATERIALS,190,1-3,816,822,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"10 g of finely cut Rhizophora mucronata leaves were boiled in 100 ml of sterile distilled water for 5 min, extract was filtered. 90 ml of AgNO3 (21.2 g AgNO3/150 ml MQ) was added to 10 ml of filtrate and incubated at room temperature (8 h)",various spherical,leaf extract,60-95 ,,,,"maximum absorbance 420 nm; roughness of the particle 1.7 nm, maximum height of the roughness 11.7 nm, average maximum height of the roughness 7.7 nm",,,,,,insect,Aedes aegypti,double distilled sterilized water,24 h,28 ± 2 °C,14-h/10-h light/dark cycle,mortality of larvae,LC50,0.891 (95%CI 0.100-1.697) mg/L,,,,"Gnanadesigan, M.; Anand, M.; Ravikumar, S.; Maruthupandy, M.; Vijayakumar, V.; Selvam, S.; Dhineshkumar, M.; Kumaraguru, A. K.",Biosynthesis of silver nanoparticles by using mangrove plant extract and their potential mosquito larvicidal property,ASIAN PACIFIC JOURNAL OF TROPICAL MEDICINE,4,10,799,803,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"10 g of finely cut Rhizophora mucronata leaves were boiled in 100 ml of sterile distilled water for 5 min, extract was filtered. 90 ml of AgNO3 (21.2 g AgNO3/150 ml MQ) was added to 10 ml of filtrate and incubated at room temperature (10 min - 8 h)",various spherical,leaf extract,60-95 ,,,,"maximum absorbance 420 nm; roughness of the particle 1.7 nm, maximum height of the roughness 11.7 nm, average maximum height of the roughness 7.7 nm",,,,,,insect,Aedes aegypti,double distilled sterilized water,24 h,28 ± 2 °C,14-h/10-h light/dark cycle,mortality of larvae,LC90,6.291 (95%CI 3.043-9.547) mg/L,,,,"Gnanadesigan, M.; Anand, M.; Ravikumar, S.; Maruthupandy, M.; Vijayakumar, V.; Selvam, S.; Dhineshkumar, M.; Kumaraguru, A. K.",Biosynthesis of silver nanoparticles by using mangrove plant extract and their potential mosquito larvicidal property,ASIAN PACIFIC JOURNAL OF TROPICAL MEDICINE,4,10,799,803,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
